timestamp,q1,q2,q3,q4,q5,q6,qd1,qd2,qd3,qd4,qd5,qd6,tau1,tau2,tau3,tau4,tau5,tau6
1749034031.7062814,-3.837543312703268,-1.8547841511168421,-0.8467191457748413,-0.6163887542537232,-4.645809713994161,-0.9225180784808558,-0.005614602472633123,-0.0007879899931140244,-0.0017325085354968905,-0.0016511688008904457,-0.014198227785527706,-0.0004852069541811943,-0.13145552575588226,0.907945990562439,0.8978069424629211,0.3919523358345032,-0.19544631242752075,-0.12665696442127228
1749034031.7063272,-3.8375206629382532,-1.8547684154906214,-0.846699595451355,-0.6164042514613648,-4.645850602780477,-0.9224746862994593,-0.00322534772567451,-0.0006910435040481389,-0.0013959420612081885,-0.0016775925178080797,-0.013134973123669624,-0.0004977325443178415,-0.14875385165214539,0.8880425691604614,0.9224980473518372,0.3890054523944855,-0.1886586844921112,-0.11473370343446732
1749034031.7063675,-3.837513271962301,-1.854748388329977,-0.8467313051223755,-0.6163887542537232,-4.645834747944967,-0.9224746862994593,-0.001434294506907463,-0.0007111377199180424,-0.0011684653582051396,-0.0015358288073912263,-0.011332259513437748,-0.0004758447175845504,-0.12981443107128143,0.9039038419723511,0.9301971197128296,0.40478697419166565,-0.16322827339172363,-0.11887788027524948
1749034031.706406,-3.8375096956836146,-1.8547526798644007,-0.846691370010376,-0.6163728994182129,-4.645846907292501,-0.9224708716021937,-0.00033139053266495466,-0.0006417334079742432,-0.0010047935647889972,-0.0013635460054501891,-0.008299808949232101,-0.00044496593181975186,-0.14312928915023804,0.8704862594604492,0.9325717091560364,0.3928973376750946,-0.13093233108520508,-0.130789652466774
1749034031.706444,-3.837536160145895,-1.854776998559469,-0.846699595451355,-0.6163692635348816,-4.645886603985922,-0.9224942366229456,-3.2332468435924966e-06,-0.0005824915715493262,-0.000881338375620544,-0.0011628948850557208,-0.004427011124789715,-0.0004160379176028073,-0.12180846929550171,0.909305214881897,0.9322632551193237,0.38643091917037964,-0.13237500190734863,-0.12019569426774979
1749034031.7064817,-3.8375516573535364,-1.8547803364195765,-0.8467069268226624,-0.6163574022105713,-4.645933810864584,-0.9225099722491663,-3.154551819761764e-08,-0.0005331143620423973,-0.0007007797248661518,-0.001003004377707839,-0.00243066786788404,-0.0003903125470969826,-0.0815969705581665,0.900286078453064,0.9438908696174622,0.38572636246681213,-0.118865966796875,-0.12052624672651291
1749034031.7065191,-3.837508026753561,-1.854776998559469,-0.8466877341270447,-0.6163609784892579,-4.645893875752584,-0.9224746862994593,0.0012129474198445678,-0.0004915170720778406,-0.0006202395888976753,-0.0008392682648263872,-0.001478695310652256,-0.00036751889274455607,-0.08358187228441238,0.8805882930755615,0.9595798850059509,0.386595219373703,-0.10361543297767639,-0.14752143621444702
1749034031.7065563,-3.837508026753561,-1.8547760448851527,-0.8466722369194031,-0.6163574022105713,-4.645886603985922,-0.9224780241595667,0.0027865502052009106,-0.0004559311200864613,-0.0005665547796525061,-0.0006642576190643013,-0.0009360411786474288,-0.0003472475800663233,-0.0921124666929245,0.8863438367843628,0.9486451745033264,0.38110998272895813,-0.07987770438194275,-0.12748190760612488
1749034031.7065945,-3.837508026753561,-1.8547560177245082,-0.8466794490814209,-0.6163728994182129,-4.645909372960226,-0.9225133101092737,0.0032740486785769463,-0.000425204896600917,-0.00018929170619230717,-0.0005701258196495473,-0.0005849265144206583,-0.00032909074798226357,-0.08758768439292908,0.8875595331192017,0.9679500460624695,0.3728267252445221,-0.06189197301864624,-0.1430482268333435
1749034031.7066326,-3.8374925295459192,-1.8547841511168421,-0.8466794490814209,-0.6163764756968995,-4.64587372938265,-0.9224780241595667,0.0033988365903496742,-0.0003983181086368859,-0.00015201230417005718,-0.0005042040138505399,0.0003932654217351228,-0.00031273337663151324,-0.08467691391706467,0.8912701606750488,0.9601510167121887,0.3775666654109955,-0.05545969307422638,-0.13806918263435364
1749034031.7066703,-3.8375397364245813,-1.8547879658141078,-0.8466985821723938,-0.6163765353015442,-4.64587372938265,-0.92249042192568,0.0032879423815757036,-0.00037459121085703373,-7.8994533396326e-05,-0.000452909036539495,0.002846506657078862,-0.00029793602880090475,-0.07420191168785095,0.8889070749282837,0.9762559533119202,0.3904373347759247,-0.049596093595027924,-0.11787894368171692
1749034031.7067087,-3.8374770323382776,-1.8547684154906214,-0.8466986417770386,-0.6163609784892579,-4.645830217991964,-0.9225061575519007,0.004113213159143925,-0.00035359576577320695,-6.50401198072359e-05,-0.00043892808025702834,0.004603715147823095,-0.00028447306249290705,-0.07530627399682999,0.8915942907333374,0.9664586186408997,0.3791038691997528,-0.0520571693778038,-0.12084928900003433
1749034031.7067463,-3.8374293486224573,-1.854748865167135,-0.846660315990448,-0.6163923305324097,-4.645856682454244,-0.9225061575519007,0.004466445185244083,-0.00033477574470452964,-4.246654953021789e-06,-0.0004424361977726221,0.004796293098479509,-0.00027217037859372795,-0.07378624379634857,0.8662065863609314,0.9771796464920044,0.3714377284049988,-0.05200006812810898,-0.12913474440574646
1749034031.7067838,-3.8374138514148157,-1.8547831974425257,-0.8466675281524658,-0.6163454812816163,-4.645833794270651,-0.9225214163409632,0.005003259517252445,-0.00031788108753971756,-2.772762002223317e-07,-0.00041537111974321306,0.004324883222579956,-0.0002608959621284157,-0.06814951449632645,0.861255943775177,0.9926043748855591,0.3880229890346527,-0.03533162921667099,-0.12019068747758865
1749034031.7068212,-3.837425772343771,-1.8547526798644007,-0.8466830253601074,-0.6163574022105713,-4.645818297063009,-0.9224522749530237,0.004736346658319235,-0.0003414663369767368,-1.8104154619891233e-08,-0.000386783794965595,0.003969934768974781,-0.00025051634293049574,-0.06244925037026405,0.8768523931503296,0.9926232099533081,0.3645736277103424,-0.03474199026823044,-0.1235153004527092
