timestamp,q1,q2,q3,q4,q5,q6,qd1,qd2,qd3,qd4,qd5,qd6,tau1,tau2,tau3,tau4,tau5,tau6
1749045529.1544542,-4.391685668622152,0.08819381772961421,-0.6880213618278503,3.6263109880634765,-3.142738644276754,5.610231876373291,-0.029694629833102226,0.009359106421470642,-0.015314898453652859,0.019913233816623688,-0.031699635088443756,0.03376699984073639,-0.19552892446517944,-1.3130221366882324,-0.9886012673377991,0.19355547428131104,-0.1767355501651764,0.12339051812887192
1749045529.1545155,-4.391736809407369,0.08822183191265864,-0.6880106925964355,3.6263505655476074,-3.142798725758688,5.610315799713135,-0.026589732617139816,0.008706494234502316,-0.013779155910015106,0.018106311559677124,-0.030065201222896576,0.031238505616784096,-0.18563151359558105,-1.3352711200714111,-0.9954016804695129,0.19945600628852844,-0.15580949187278748,0.1430135816335678
1749045529.1545627,-4.39178973833193,0.08821122228588862,-0.6880816221237183,3.6264020639606933,-3.1428428331958216,5.610301494598389,-0.023662278428673744,0.0076716006733477116,-0.012597888708114624,0.017777979373931885,-0.027705075219273567,0.028382370248436928,-0.20036673545837402,-1.3289217948913574,-0.9867317080497742,0.19126537442207336,-0.16343355178833008,0.13468749821186066
1749045529.1546028,-4.391848866139547,0.08822660028424067,-0.6880744099617004,3.626434012050293,-3.1428993383990687,5.61039924621582,-0.02201225981116295,0.006103760562837124,-0.011290604248642921,0.017382048070430756,-0.024705037474632263,0.0262763574719429,-0.19470523297786713,-1.3564391136169434,-0.9886930584907532,0.19517871737480164,-0.14179275929927826,0.11838141083717346
1749045529.154645,-4.391880933438436,0.08829383432354732,-0.6881295442581177,3.626476927394531,-3.142911736165182,5.610478401184082,-0.02121479995548725,0.0048677497543394566,-0.010474062524735928,0.016157042235136032,-0.02199587970972061,0.024702277034521103,-0.1833897829055786,-1.3494821786880493,-0.9929097294807434,0.17873239517211914,-0.16196198761463165,0.1286606639623642
1749045529.154683,-4.391932074223654,0.08829371511425776,-0.6881065368652344,3.6264969545551757,-3.143045488988058,5.6104655265808105,-0.01998823694884777,0.0032375676091760397,-0.009380720555782318,0.014753817580640316,-0.020477093756198883,0.023638645187020302,-0.18094374239444733,-1.3646442890167236,-0.9755818247795105,0.17427849769592285,-0.17795416712760925,0.11306189000606537
1749045529.1547213,-4.391930166875021,0.08822457372631831,-0.6881341934204102,3.626520796413086,-3.1430535952197474,5.610573768615723,-0.01823147013783455,0.0026082906406372786,-0.007260495331138372,0.01347111165523529,-0.01819009520113468,0.021501202136278152,-0.16969357430934906,-1.379231572151184,-0.9500181078910828,0.187517911195755,-0.13991636037826538,0.11887054145336151
1749045529.154759,-4.391950432454244,0.08824007093395991,-0.6881427764892578,3.6265413004108886,-3.143085781727926,5.610575199127197,-0.016845818608999252,0.0019764876924455166,-0.005352993495762348,0.012599475681781769,-0.016416972503066063,0.01838001236319542,-0.18381652235984802,-1.3856384754180908,-0.9507014155387878,0.17389455437660217,-0.1443595290184021,0.12158472090959549
1749045529.1548045,-4.391977850590841,0.08827428400006099,-0.6881341934204102,3.626565619105957,-3.1431131998645228,5.610623359680176,-0.014582999050617218,0.0015504052862524986,-0.0035525441635400057,0.011891735717654228,-0.015237762592732906,0.016848916187882423,-0.18964514136314392,-1.4036011695861816,-0.9468640685081482,0.17736154794692993,-0.14582327008247375,0.10896751284599304
1749045529.1548448,-4.392029587422506,0.08825544893231196,-0.6881269812583923,3.6266118723103027,-3.143090550099508,5.610593795776367,-0.013817830942571163,0.0012752804905176163,-0.002414258196949959,0.010383614338934422,-0.013442554511129856,0.014463143423199654,-0.1950756013393402,-1.424170732498169,-0.9529227614402771,0.16755637526512146,-0.16304805874824524,0.11218227446079254
1749045529.1548822,-4.3920069376574915,0.08827082693066401,-0.6881306171417236,3.6266390520283203,-3.143123213444845,5.610675811767578,-0.0119306780397892,0.0010831768158823252,-0.0015978168230503798,0.00841451995074749,-0.011222047731280327,0.012546244077384472,-0.20214208960533142,-1.4274766445159912,-0.9368022084236145,0.15116064250469208,-0.1563715934753418,0.11566928029060364
1749045529.1549194,-4.392037932072775,0.08828119813885493,-0.6881427764892578,3.6266209322163085,-3.143181625996725,5.610657215118408,-0.010682027786970139,0.000941410951782018,-0.0012602360220625997,0.006556566338986158,-0.008965385146439075,0.010226638987660408,-0.15919189155101776,-1.4508211612701416,-0.9334980845451355,0.14139753580093384,-0.15351182222366333,0.11924206465482712
1749045529.1549566,-4.3920891920672815,0.08827774106945796,-0.6881306171417236,3.6266752916523437,-3.1431387106524866,5.6107001304626465,-0.007919278927147388,0.0007319656433537602,-0.0010486595565453172,0.004504675976932049,-0.0066372728906571865,0.008559818379580975,-0.14071178436279297,-1.450379729270935,-0.9206104874610901,0.11375400424003601,-0.11523135751485825,0.13354456424713135
1749045529.154993,-4.392042581235067,0.08824352800335689,-0.6881464123725891,3.6266371446796875,-3.143147055302755,5.610705375671387,-0.004720019642263651,0.000652931397780776,-0.0008984556188806891,0.002944609383121133,-0.004338686354458332,0.007638896349817514,-0.11657444387674332,-1.4458658695220947,-0.9094480276107788,0.11015163362026215,-0.11282361298799515,0.08623254299163818
