Punto,shoulder_pan_joint,shoulder_lift_joint,elbow_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,Posicion_X,Posicion_Y,Posicion_Z,Roll,Pitch,Yaw
0,-1.882845819520348,-0.7557696433289927,2.121057524576603,1.4342988661995681,-0.9038320813138038,5.440380330362487,0.0994532313398422,-0.30460730317875817,0.22482100314692238,2.0821440284992927,-0.26518810074806215,-1.1810215513743147
1,-1.8828427131625953,-0.7557749298479949,2.121047229311473,1.4342851943629826,-0.9038187123879943,5.440362831373108,0.09945552100821181,-0.30460594094727456,0.22482350110784116,2.082103457134518,-0.265207619419496,-1.180999786141466
2,-1.882821219336781,-0.7558115088667846,2.120975993268153,1.4341905948037748,-0.9037262087597684,5.440241750589884,0.09947136382779627,-0.30459651365608803,0.22484078278464578,2.081822709929217,-0.2653426571122056,-1.1808491718993706
3,-1.8827636353612127,-0.7559095074893891,2.1207851452258577,1.433937153710818,-0.9034783828625197,5.439917363813738,0.09951380748146195,-0.3045712432803065,0.2248870607611958,2.0810703749377506,-0.2657042817246479,-1.1804455413485628
4,-1.8826529963426086,-0.7560977972231645,2.120418459183541,1.4334502044593662,-0.9030022223719385,5.439294103015805,0.09959535354246248,-0.3045226337842701,0.22497589007648344,2.0796241115331964,-0.2663984593718638,-1.1796695313753534
5,-1.8824730649997061,-0.756404011297371,2.119822120632729,1.432658282822275,-0.9022278464095669,5.438280499010949,0.09972796237338531,-0.3044434229741047,0.22512010817476732,2.0772699187098898,-0.26752562221950094,-1.1784061243996187
6,-1.8822083214868695,-0.7568545619817474,2.11894469283035,1.4314930821812246,-0.9010884617463526,5.4367891241312725,0.09992305682911098,-0.3043265220936145,0.22533175405856098,2.073801223098107,-0.26918008182708175,-1.1765440729193553
7,-1.8818439532176976,-0.7574746579050861,2.117737083071567,1.4298894087379428,-0.899520319006204,5.434736534899637,0.10019152437964518,-0.30416494663213106,0.22562196996388711,2.0690178186754093,-0.2714493078783473,-1.173975227785057
8,-1.881365844688633,-0.7582883213738077,2.1161525089626085,1.4277851367254257,-0.8974626688695444,5.432043214703173,0.10054371702974874,-0.3039517421423398,0.2260008884672296,2.0627246879068992,-0.27441308711321677,-1.170593789359871
9,-1.880760567302569,-0.7593184056905359,2.1141464646935986,1.4251211636191619,-0.8948577182768666,5.428633516466795,0.10098944817572406,-0.3036799092222388,0.22647750755986593,2.0547307322567963,-0.2781425721854655,-1.1662954998526027
10,-1.8800153691924588,-0.7605866124726721,2.1116766873113892,1.421841365348353,-0.8916505866322872,5.424435605326718,0.1015379853248034,-0.30334233217215906,0.22705955591658264,2.0448474389528,-0.2826992252610747,-1.1609767950511922
11,-1.879118165044923,-0.7621135089709703,2.108703122992391,1.4178925515071379,-0.8877892620071021,5.419381401303969,0.10219803742637548,-0.3029317161750962,0.22775335037074246,2.0328875108867326,-0.2881336566307214,-1.154533934805479
12,-1.8780575259238579,-0.7639185453881118,2.105187893315405,1.4132244205658135,-0.8832245573433395,5.413406521977903,0.10297773544189759,-0.302440538150313,0.2285636475136187,2.018663488013762,-0.29448435462234546,-1.1468621343579901
13,-1.8768226690940433,-0.7660200721972799,2.1010952615344527,1.4077895150820579,-0.8779100666573156,5.406450225159715,0.10388460472537783,-0.30186101668208387,0.22949349138786143,2.001986392075299,-0.30177629988027654,-1.1378547235348733
14,-1.8754034478447512,-0.7684353574607351,2.0963915988516075,1.4015431769121522,-0.8718021212431888,5.39845535156596,0.10492552781101863,-0.3011851066130904,0.23054405946440198,1.9826644325316287,-0.31001945490348676,-1.127402368516794
15,-1.873790341313354,-0.7711806041483893,2.0910453506898268,1.394443502422204,-0.8648597458765139,5.389368267492059,0.106106696320261,-0.3004045239986799,0.2317145094958561,1.9605018209744989,-0.31920711899149445,-1.1153924021400035
16,-1.871974444308932,-0.7742709674563807,2.0850270029657825,1.386451297699368,-0.8570446150177972,5.37913880748582,0.1074335509172822,-0.29951080712317035,0.23300183043834635,1.9352977548158938,-0.3293141399763202,-1.101708324238248
17,-1.869947457135881,-0.777720572125649,2.0783090483626916,1.3775300337630698,-0.8483210090160505,5.367720217020951,0.10891070856922859,-0.2984954191563924,0.23440070143112346,1.9068456495667,-0.34029497808843895,-1.086229554251941
18,-1.8677016754175229,-0.7815425297605096,2.070865952603149,1.3676458017762279,-0.838655770312346,5.3550690951705695,0.11054187681288455,-0.2973498977447869,0.2359033638140127,1.8749327232687436,-0.3520816250671212,-1.068831544907462
19,-1.8652299799197107,-0.7857489561472288,2.0626741207219568,1.356767268256475,-0.8280182596433705,5.341145337280726,0.11232975529894276,-0.2960660563468,0.23749951233070662,1.8393400669880873,-0.36458139458183003,-1.0493863985267742
20,-1.862525826374439,-0.7903509885725982,2.053711863338956,1.3448656302873825,-0.8163803122449802,5.325912077643908,0.11427592558137267,-0.29463624139032235,0.2391762129830398,1.799843371232943,-0.37767461995995516,-1.0277641659387364
21,-1.859583235303451,-0.7953588031425098,2.0439593629318593,1.3319145707296804,-0.8037161940557553,5.309335632172561,0.1163807309412571,-0.2930536482981633,0.24091785642529573,1.7562145176523336,-0.39121232423058483,-1.0038350499140027
22,-1.8563967818418465,-0.8007816321005308,2.0333986401090796,1.3178902134324817,-0.7900025579205542,5.2913854410726024,0.11864314897464553,-0.29131269803998505,0.24270615725975817,1.7082242836426793,-0.40501396785405186,-0.9774727757437119
23,-1.852961585561691,-0.8066277811464776,2.022013519882563,1.3027710784445028,-0.7752183997940679,5.272034011516933,0.12106066071759548,-0.289409474069141,0.24452021103876956,1.6556464356495129,-0.4188654331761531,-0.9485594221152731
24,-1.849273300295623,-0.8129046467549917,2.0097895979406197,1.2865380372252881,-0.7593450149443753,5.251256860318953,0.123629121203994,-0.2873422172376574,0.2463366220987865,1.5982634903570359,-0.4325174724511772,-0.9169920111484509
25,-1.845328103960462,-0.8196187334941141,1.9967142069207544,1.2691742678564304,-0.7423659541564969,5.229032456606074,0.12634263751653055,-0.28511187350862643,0.24812971643254877,1.535874379946014,-0.44568492652578257,-0.8826911156674823
26,-1.8411226883808176,-0.8267756713438593,1.9827763826824982,1.2506652102527944,-0.7242669799359498,5.205342164493239,0.12919346154818356,-0.2827226859751154,0.24987185451090682,1.4683041397085659,-0.4580471077637336,-0.8456116260203682
27,-1.8366542491126965,-0.8343802330147911,1.9679668305802398,1.2309985213737382,-0.705036022712302,5.180170185756431,0.13217190577548152,-0.2801828188449382,0.25153385914227827,1.3954155118684324,-0.4692498204010541,-0.8057555963049995
28,-1.8319204752671112,-0.842436351266597,1.9522778917360557,1.2101640304343362,-0.684663137042727,5.153503502506189,0.1352662912743999,-0.2775049966907121,0.2530855729365631,1.3171220030009376,-0.4789095421027914,-0.7631867351648003
29,-1.8269195393336886,-0.8509471362266626,1.9357035093125434,1.188153694116602,-0.6631404578155584,5.125331819861125,0.13846293788837968,-0.2747071374661967,0.25449655854411013,1.23340144185121,-0.48662028053114353,-0.718045617065705
30,-1.8216500870042767,-0.859914892708647,1.9182391947856496,1.164961551780709,-0.6404621564538444,5.095647508621432,0.14174620677526992,-0.2718129526761797,0.25573695239072575,1.144308504636848,-0.4919635110960036,-0.6705641108577862
31,-1.8161112269965547,-0.8693411375310571,1.8998819942175043,1.1405836806762146,-0.6166243971189019,5.064445547942404,0.1450986053958017,-0.2688524828412988,0.256778478959068,1.0499841211401837,-0.4945213642306232,-0.6210769679501601
32,-1.8103025208776389,-0.8792266168358226,1.8806304545292498,1.115018151153282,-0.5916252929138721,5.031723468007951,0.14850096423622688,-0.2658625312710702,0.2575956276322356,0.9506593374593526,-0.4938928520348606,-0.5700281720965553
33,-1.8042239728876932,-0.8895713234068706,1.8604845897738735,1.088264981873901,-0.565464862087274,4.997481292704108,0.1519326930620824,-0.2628869544681432,0.25816698761592877,0.8466513217466853,-0.48971243721557,-0.5179697567291547
34,-1.7978760197635348,-0.9003745139887006,1.8394458474090376,1.0603260950231133,-0.5381449842365587,4.9617214822925515,0.15537212217373092,-0.2599767636241632,0.25847672845168407,0.7383499434137074,-0.4816697406275584,-0.4655515276039402
35,-1.7912595205622446,-0.9116347266049591,1.8175170745699116,1.031205271520232,-0.5096693565116653,4.924448876084117,0.1587969309005305,-0.2571899890853358,0.2585162041682174,0.6261947529311306,-0.4695287947756794,-0.41350150375681266
36,-1.7843757464847736,-0.9233497978770145,1.7947024843420023,1.0009081062300662,-0.4800434498185744,4.88567063511231,0.1621846613952596,-0.2545912588660423,0.25828564833749273,0.5106439970618045,-0.4531451267423223,-0.3625986621382336
37,-1.7772263706995517,-0.9355168803425317,1.7710076220339857,0.9694419631741411,-0.44927446502286256,4.845396184806819,0.16551331069847597,-0.25225104380120544,0.2577959154769223,0.39213903902809855,-0.4324791902764526,-0.31364124969693485
38,-1.7698134581660967,-0.9481324597740467,1.7464393314505378,0.9368159307419226,-0.4173712891532572,4.803637157667034,0.16876198813287588,-0.2502445262787073,0.25707021177910927,0.27106865585827505,-0.40760524937525977,-0.2674149424017883
39,-1.7621394554586203,-0.961192372497542,1.7210057211651666,0.9030407769020383,-0.3843444516051916,4.760407335935559,0.17191161854744444,-0.24865005716441768,0.2561457456154584,0.14773777800545163,-0.3787156071784255,-0.22466509235994034
40,-1.7542071805896384,-0.974691822711021,1.6947161307930416,0.8681289044134997,-0.35020608034435796,4.715722594271724,0.174945665045237,-0.24754717691474123,0.25507521636031866,0.022344317405539105,-0.3461208579470512,-0.18607619261792693
41,-1.7460198128335778,-0.9886253998030823,1.6675810972638265,0.8320943060369258,-0.31496985811026323,4.669600842425103,0.17785083798402465,-0.2470141922082605,0.25392804966876686,-0.10503382119479296,-0.3102474042356647,-0.15225986321995685
42,-1.7375808825503853,-1.0029870956714957,1.63961232109451,0.7949525197457638,-0.27865097861978316,4.622061967909025,0.18061775072064234,-0.24712531875670746,0.2527912793796382,-0.23444106328691033,-0.2716336938360775,-0.12375067216928581
43,-1.7288942610091351,-1.0177703220417753,1.6108226326622361,0.7567205839375128,-0.24126610277071725,4.573127778674092,0.18324147734624435,-0.2479474240504381,0.2517699717464255,-0.36603651036087415,-0.2309264675607493,-0.1010074411470522
44,-1.7199641502116372,-1.0329679277857562,1.5812259584771364,0.7174169926449454,-0.20283331484534206,4.522821945781688,0.18572196415703923,-0.24953643011450227,0.25098708777943973,-0.5000774739718938,-0.18887782901114766,-0.08441661178187584
45,-1.7107950727160455,-1.0485722162401672,1.5508372874551613,0.6770616507473308,-0.16337207871396775,4.4711699460775005,0.18806424546901324,-0.2519334650049028,0.2505826851132469,-0.6368951874011803,-0.14634324348095196,-0.0742937919859573
46,-1.7013918614604662,-1.064574962525207,1.5196726371909097,0.635675829181656,-0.12290319403849082,4.418199004865027,0.19027841623030906,-0.255160881495957,0.2507123728489777,-0.7768631206446653,-0.10427972840278678,-0.07087967039484207
47,-1.6917596495865654,-1.0809674308631192,1.4877490202304617,0.5932821201538491,-0.08144875247594874,4.363938038579096,0.1923793192345185,-0.2592182905710534,0.2515449518742585,-0.9203577765431153,-0.06374257812822597,-0.07432701993891001
48,-1.681903860263178,-1.0977403918967656,1.455084410344209,0.549904392350001,-0.03903209388207618,4.308417597459375,0.19438591395709146,-0.2640787839819271,0.25325919950363457,-1.0677117891006485,-0.02587805094507389,-0.08467659636583215
49,-1.6718301965099147,-1.1148841400082021,1.421697708799687,0.5055677461475885,0.004322237485142599,4.251669808223892,0.19632030726334354,-0.2696855420953962,0.25603979074007394,-1.2191600736512829,0.008091308931450684,-0.10182162861974044
50,-1.661544631020771,-1.1323885106372535,1.3876087106344035,0.46029846882669556,0.04858853676191843,4.193728316742543,0.19820644331822174,-0.2759490381879848,0.26007238834460317,-1.3747820841043021,0.03689234131165277,-0.12546358768038385
51,-1.6510533959877358,-1.1502428976000876,1.3528380709286738,0.41412398978123766,0.09373998227510105,4.134628230710613,0.20006847047279971,-0.2827450559975193,0.2655379789532662,-1.534446923625819,0.059240951628282364,-0.15506601316774768
52,-1.6403629729243976,-1.1684362704077902,1.317407271078448,0.36707283573018157,0.1397486793386279,4.07440606232228,0.20192882584908023,-0.28991373163588097,0.2726065808426194,-1.6977723225031627,0.07389682389178392,-0.18981760540937653
53,-1.6294800824895548,-1.1869571915849408,1.281338585068144,0.3191745859287689,0.18658570404996644,4.013099670944143,0.20380610256261433,-0.2972598122745991,0.28143049819605315,-1.864111389011328,0.07973059887574913,-0.2286186548334333
54,-1.6184116743108228,-1.2057938339881853,1.24465504574348,0.2704598273797387,0.23422114708656194,3.9507482057887264,0.205712788447765,-0.3045542913387658,0.29213734395776964,-2.032579828312802,0.07579634471702518,-0.2701034924196588
55,-1.6071649168082416,-1.2249339981248133,1.207380411084302,0.22096011004455063,0.2826241575022811,3.887392048587995,0.20765298696030426,-0.31153753312324317,0.3048230953255514,-2.2021290587129725,0.06139810887152232,-0.31270406816242197
56,-1.5957471870178852,-1.244365129471331,1.1695391304774183,0.17070790205460384,0.33176298652385905,3.8230727562668725,0.20962024865883888,-0.3179239396111422,0.3195454792159115,-2.3716583804717826,0.03613805296609375,-0.35474703022371307
57,-1.5841660604154693,-1.2640743357920368,1.13115631098943,0.11973654492246433,0.38160503134734414,3.7578330036167547,0.21159565334706795,-0.32340814075615026,0.3363180063036058,-2.540147034630149,-6.335164230065373e-05,-0.3945636951282791
58,-1.572429300739958,-1.2840484044575953,1.092257683639561,0.0680802087530834,0.43211687893454276,3.691716525969021,0.21354628680954962,-0.3276726096327012,0.35510497850809897,-2.706781224409372,-0.04697783662769653,-0.4305855536186582
59,-1.5605448498171746,-1.3042738197636132,1.0528695696724892,0.01577384745502064,0.4832643498094661,3.62476806186855,0.21542425067836235,-0.3303965197498686,0.37581778372025504,-2.8710556565200114,-0.10410539860396296,-0.46140094439567575
