Punto,shoulder_pan_joint,shoulder_lift_joint,elbow_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,Posicion_X,Posicion_Y,Posicion_Z,Roll,Pitch,Yaw
110,-4.963586754278465,-0.5420087368632924,-0.4097539992186139,-1.706965884425239,-1.127420533827872,0.9612138304058151,-0.05402348728336429,0.4748268761180141,0.4977025831108763,-1.9623762909538836,0.4359205110336029,1.8068172327143057
111,-5.0190595709218915,-0.5498639641604615,-0.39397469643888794,-1.7088032602871532,-1.1352366017447695,0.9282344581197437,-0.026732731943207674,0.47772042375502777,0.49751466459810145,-1.995815264772686,0.4430032812323739,1.7442419297506615
112,-5.07309153518497,-0.5575151595797818,-0.3786052456794149,-1.7105929121007053,-1.1428496549105793,0.8961116929060378,-1.2424130687263557e-05,0.4790032151286901,0.49731160525714296,-2.0284806433642935,0.44991748813134647,1.6832696330905887
113,-5.125682647067697,-0.5649623231212533,-0.3636456469401943,-1.7123348398658966,-1.1502596933253004,0.8648455347646982,0.02604225831764541,0.4787908438620495,0.4970950696993069,-2.0603658476784523,0.45666105829982045,1.6239008113986615
114,-5.176832906570073,-0.5722054547848765,-0.3490959002212275,-1.7140290435827263,-1.1574667169889334,0.8344359836957258,0.051349740512527234,0.47720106217786296,0.4968666678505928,-2.0914643742409926,0.4632320815671871,1.5661360697827398
115,-5.226542313692104,-0.5792445545706513,-0.33495600552251226,-1.7156755232511942,-1.164470725901478,0.8048830396991162,0.07584141671901488,0.4743525073712485,0.49662795560227563,-2.121769799531871,0.46962880317483713,1.5099761418485924
116,-5.2748108684337875,-0.5860796224785771,-0.3212259628440495,-1.7172742788713011,-1.1712717200629346,0.7761867027748721,0.09946094038124566,0.4703635677217467,0.4963804354724779,-2.1512757846243766,0.47584961608261717,1.455421881483458
117,-5.32163857079512,-0.5927106585086548,-0.3079057721858396,-1.7188253104430467,-1.1778696994733027,0.7483469729229935,0.12216345650734607,0.4653513849633382,0.4961255572756355,-2.179976080078448,0.4818930534249635,1.4024742543961541
118,-5.367025420776102,-0.5991376626608835,-0.29499543354788216,-1.7203286179664308,-1.1842646641325827,0.7213638501434829,0.14391479323364764,0.45943098879911404,0.49586471879696087,-2.2078645310779117,0.4877577811127689,1.3511343294418008
119,-5.410971418376738,-0.6053606349352643,-0.2824949469301772,-1.7217842014414535,-1.1904566140407742,0.6952373344363352,0.16469062764012354,0.45271455762651286,0.4955992664691613,-2.2349350827986556,0.49344259057800555,1.3014032697597073
120,-5.453476563597025,-0.6113795753317963,-0.2704043123327251,-1.7231920608681144,-1.1964455491978778,0.6699674258015538,0.18447563915317855,0.44531079860441264,0.49533049604885326,-2.261181785992026,0.4989463916591981,1.2532823237534794
121,-5.494540856436963,-0.6171944838504795,-0.25872352975552637,-1.7245521962464143,-1.202231469603893,0.6455541242391369,0.20326266217691966,0.4373244394182668,0.49505965329026047,-2.286598802765427,0.504268205626795,1.2067728159429294
122,-5.5341642968965505,-0.6228053604913144,-0.24745259919857965,-1.7258646075763528,-1.2078143752588197,0.6219974297490882,0.22105184796360483,0.42885582355677854,0.4947879346139407,-2.311180412539801,0.5094071583485704,1.1618761377178632
123,-5.572346884975792,-0.6282122052543009,-0.23659152066188494,-1.72712929485793,-1.2131942661626587,0.5992973423314032,0.23784984418676441,0.42000060057596245,0.4945164877684301,-2.33492101816183,0.5143624735961163,1.1185937380242854
124,-5.609088620674687,-0.6334150181394382,-0.22614029414544357,-1.7283462580911457,-1.2183711423154089,0.5774538619860827,0.253668999230548,0.4108495026672143,0.49424641248283585,-2.357815152146871,0.519133466494524,1.0769271140139212
125,-5.644389503993228,-0.6384137991467276,-0.21609891964925465,-1.7295154972759996,-1.223345003717071,0.5564669887131295,0.26852659686605174,0.40148819883943276,0.4939787611085316,-2.3798574830272825,0.5237195371182601,1.036877801688261
126,-5.678249534931421,-0.643208548276168,-0.20646739717331775,-1.7306370124124926,-1.2281158503676448,0.5363367225125417,0.28244412575604916,0.39199721814706445,0.49371453924824216,-2.4010428217794617,0.5281201642371391,0.9984473665685174
127,-5.710668713489266,-0.6477992655277605,-0.19724572671763374,-1.7317108035006243,-1.232683682267131,0.5170630633843176,0.29544658711685307,0.3824519336234459,0.4934547063709269,-2.4213661283019468,0.532334899217134,0.9616373944230572
128,-5.7416470396667645,-0.652185950901504,-0.18843390828220308,-1.7327368705403938,-1.237048499415528,0.49864601132846076,0.30756184287069466,0.37292259889106116,0.49320017641096436,-2.4408225179161653,0.5363633600815569,0.9264494820837275
129,-5.771184513463913,-0.6563686043973991,-0.18003194186702398,-1.7337152135318026,-1.2412103018128375,0.4810855663449676,0.318820005742252,0.3634744297984479,0.4929518183502781,-2.459407267860885,0.5402052257388437,0.8928852283824597
130,-5.799281134880712,-0.6603472260154455,-0.17203982747209912,-1.73464583247485,-1.245169089459058,0.46438172843384073,0.32925287198565595,0.3541677238603638,0.4927104567821161,-2.4771158237510282,0.5438602303837917,0.8609462252391707
131,-5.825936903917162,-0.6641218157556439,-0.16445756509742537,-1.7355287273695361,-1.248924862354191,0.44853449759507846,0.3388933967685951,0.34505801073848336,0.4924768724553062,-2.493943805971516,0.5473281580797186,0.8306340489316354
132,-5.851151820573266,-0.6676923736179929,-0.15728515474300453,-1.7363638982158607,-1.252477620498235,0.43354387382868254,0.347775211682399,0.33619622748118033,0.4922518027979049,-2.509887015976791,0.5506088375293827,0.8019502515774576
133,-5.874925884849018,-0.671058899602494,-0.15052259640883658,-1.7371513450138234,-1.255827363891191,0.41940985713465206,0.35593218338465177,0.3276289127315818,0.4920359424192266,-2.5249414424670777,0.5537021370430026,0.7748963528575431
134,-5.897259096744422,-0.6742213937091461,-0.14416989009492154,-1.7378910677634254,-1.2589740925330593,0.4061324475129888,0.3633980120070724,0.3193984146035483,0.49182994358933435,-2.5391032674128224,0.556607959711916,0.7494738320097339
135,-5.918151456259478,-0.67717985593795,-0.1382270358012585,-1.7385830664646653,-1.2619178064238388,0.39371164496368927,0.37020586766879293,0.31154310740766666,0.4916344166951444,-2.552368871899506,0.5593262387966783,0.7256841201203629
136,-5.937602963394188,-0.6799342862889053,-0.13269403352784837,-1.7392273411175443,-1.2646585055635298,0.38214744948675516,0.37638806321664126,0.30409761287729675,0.49144993067236936,-2.5647348417657803,0.5618569333384736,0.7035285927403815
