Punto,shoulder_pan_joint,shoulder_lift_joint,elbow_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,Posicion_X,Posicion_Y,Posicion_Z,Roll,Pitch,Yaw
0,3.9069747596015674,4.407439733052966,2.3964025736161134,5.466120235550145,-3.761987197675508,3.5962732564516955,-0.0967507613310395,-0.17038846350479725,0.2220936904820657,-2.4465793529419124,-0.17685155225912644,2.9390601734402693
1,3.9066865600446277,4.407400302596583,2.3961444407162986,5.465347135639672,-3.7609717240639005,3.5963579805778,-0.09685201018389004,-0.17033570140355134,0.22220520546360806,-2.4454219415723255,-0.17721366199165525,2.9376160736942314
2,3.905821961373809,4.4072820112274345,2.395370042016854,5.463027835908257,-3.7579253032290776,3.596612152956113,-0.0971548341202792,-0.17017703208683624,0.22253922239454188,-2.441943197472574,-0.17828750696529713,2.933282265209187
3,3.9043809635891114,4.40708485894552,2.39407937751778,5.459162336355896,-3.7528479351710398,3.5970357735866356,-0.0976564737069863,-0.16991132849116428,0.2230941472639828,-2.4361238126004987,-0.18003552657767904,2.9260544148039735
4,3.9023635666905343,4.40680884575084,2.3922724472190766,5.453750636982592,-3.745739619889787,3.5976288424693665,-0.09835235852180585,-0.16953678540084666,0.22386729076204545,-2.427932354644617,-0.18239476807567134,2.9159259602500818
5,3.8997697706780783,4.406453971643393,2.389949251120743,5.446792737788344,-3.736600357385319,3.5983913596043062,-0.09923615191523717,-0.16905102915809542,0.2248548214776007,-2.417326415987943,-0.18527638754989628,2.9028891383994813
6,3.8965995755517433,4.406020236623181,2.38710978922278,5.438288638773151,-3.7254301476576352,3.599323324991455,-0.10029981724205769,-0.16845127091021997,0.22605170467639235,-2.404254274449832,-0.18856501050240693,2.8869364988894883
7,3.892852981311529,4.405507640690204,2.3837540615251878,5.428238339937015,-3.7122289907067367,3.600424738630813,-0.10153370898699177,-0.16773450282260027,0.22745163102763966,-2.388657111664703,-0.1921180155106283,2.868062970878388
8,3.8885299879574355,4.40491618384446,2.3798820680279658,5.416641841279934,-3.6969968865326233,3.6016956005223792,-0.10292669297543405,-0.16689773620639772,0.22904694097967437,-2.370471837521812,-0.19576482836084788,2.8462685583477194
9,3.8836305954894628,4.404245866085951,2.3754938087311137,5.403499142801909,-3.679733835135295,3.603135910666155,-0.10446630045092443,-0.1659382798007808,0.23082855186125525,-2.3496345613016922,-0.1993063411056793,2.8215617369435337
10,3.878154803907611,4.403496687414676,2.3705892836346325,5.38881024450294,-3.6604398365147506,3.604745669062139,-0.10613892115861652,-0.16485405547007523,0.23278589619248116,-2.3260847273881873,-0.2025146000852883,2.793963607649906
11,3.8721026132118803,4.402668647830635,2.3651684927385213,5.372575146383027,-3.639114890670992,3.606524875710332,-0.1079300406320597,-0.1636439472944289,0.23490688110166094,-2.2997698904883745,-0.2051329371086214,2.7635128248308405
