Punto,shoulder_pan_joint,shoulder_lift_joint,elbow_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,Posicion_X,Posicion_Y,Posicion_Z,Roll,Pitch,Yaw
0,3.3477496248950973,3.8342581808177316,-0.4161274645873747,-1.6662832144677333,-2.269463379831162,-4.122296266190904,0.46843183792642235,0.024755651733092666,0.46090765736298367,0.31254881151821834,-0.8481926310176825,1.9877097257131167
1,3.3477478337262117,3.834256457300286,-0.41612097578177176,-1.6662690209096338,-2.2694536549173017,-4.122297561477137,0.46843033449795324,0.02475379710061969,0.4609102292066336,0.3125164572897113,-0.8481979833890021,1.987733038786563
2,3.347735440088677,3.834244531763463,-0.41607607777951844,-1.6661708114019773,-2.26938636530637,-4.122306523953094,0.46841993034381924,0.024740964052019972,0.46092802339762895,0.3122925782130309,-0.8482350030354837,1.9878943647589173
3,3.3477022363711466,3.834212582131648,-0.4159557918198593,-1.6659076989184984,-2.2692060901266347,-4.122330535266901,0.46839204390128275,0.024706580637341408,0.4609756856210048,0.3116926955366975,-0.8483340527134606,1.98832670807242
4,3.347638440381285,3.8341511956804024,-0.4157246802927867,-1.6654021675329487,-2.268859718262454,-4.122376669424343,0.4683384122184177,0.0246405079355885,0.46106722023703195,0.31053974475963103,-0.8485238325262847,1.989157946047758
5,3.3475346894779197,3.8340513633902393,-0.415348825481789,-1.6645800259211645,-2.2682964164955726,-4.122451697032205,0.4682510453489459,0.02453302611909352,0.4612159662979,0.3086636862118092,-0.8488309810324157,1.9905113366512208
6,3.3473820347031937,3.833904474300401,-0.4147958083065985,-1.6633703608631374,-2.267467597646417,-4.12256208954162,0.46812216875090107,0.02437481827885927,0.4614345636052829,0.3059010376527714,-0.8492795475378544,1.9925061482548425
7,3.3471719349147167,3.833702309862636,-0.41403468706594054,-1.6617054907450814,-2.2663268887153927,-4.122714023491404,0.4679441561758803,0.024156952591084562,0.46173491027924124,0.30209435356790004,-0.8498903534217016,1.9952583781535973
8,3.3468962509177156,3.833437038294975,-0.413035976180281,-1.6595209190615026,-2.264830099024176,-4.122913384751404,0.4677094555067297,0.023870863442877435,0.46212811306030344,0.29709167942733655,-0.8506802567623688,1.9988815233634278
9,3.346547239597188,3.83310120893551,-0.41177162493457503,-1.6567552879172673,-2.2629351883570106,-4.123165772765839,0.46741050998439027,0.023508332174700015,0.4626244313250707,0.29074601360592817,-0.8516613311492062,2.0034873631263532
10,3.3461175480500525,3.8326877465961675,-0.4102149962210153,-1.6533503315296711,-2.260602235102005,-4.123476504796643,0.4670396772537025,0.023061468133635306,0.4632332155730737,0.2829148150602307,-0.8528399666430253,2.009186707500669
